Row ID,MASTER ID,Date,Cap time,Release Time,Run #,Observer (Marking),Observer (Data),Fence Observer(s),Pond #,Trap #,Direction of Travel,REC/CAP,1st Capture of Year,Season First Captured,prob with season first cap,Age,Sex,Gravid?,MS222?,%,Volume disp,Weight,TL,SVL_1stMeasurement,SVL_2ndMeasurement,SVL_3rdMeasurement,Toe Clip,Vial #,Mark Start,Mark End,VIE Combo,Marking Method (PIT VIA VIE),New VIE Combo,Code,New PIT code,Batch Mark,New Batch Mark,Camera ID (initials),Corrected Photo Filename,Camera Photo File,Photo file names updated,Anesthesia Start,Anesthesia End,H2O time,Recovery time,Marks or Abnormalities,Comments,Proofed,Annotations from Proofing,Night
347,177,12/6/2011,8:14:00 AM,8:35,,AUS,AUS,AUS,4,55,IN,REC,N,1,No,A,M,N,No,,3,3.15,111.8,56.1,,,No,,8:26,8:31,YOGX,PIT/VIE,No,BAF1898,No,N,No,,BAF1898120611,,"BAF1898_YOGX_12-06-11 (1,2)",,,,,,,Yes,"VIE read as YOYX, photo matched to YOGX",
348,75,12/6/2011,6:52:00 PM,20:06,,AUS,TRM,"AUS, SCR, TRM",4,38,Out,REC,Y,1,No,A,F,Y,No,,4.6,4.55,114.5,60.9,,,No,,19:42,20:01,XYRY,VIE,No,,No,N,No,,XGRG120611,,XYRY_12-06-11,,,,,"TOE CLIP PREVIOUSLY, LEFT REAR FOOT TOE MISSING, CROOKED TOE ON RIGHT FOOT.",GREEN MIGRATING ON LEFT SIDE OF BODY,Yes,"VIE originally misread as XGRG, photo matched to XGRG",
349,98,12/6/2011,10:30:00 PM,23:10,,AUS,TRM,"AUS, TRM",4,49,IN,REC,N,1,No,A,F,Y,No,,3.2,2.98,112.5,61.7,,,No,,22:43,22:57,OGOX,VIE/VIA,No,,No,N,No,,OGOX120611,,"OGOX_F04_12-06-11 (1,2)",,,,,TOE CLIP PREVIOUSLY.,"GREEN ELASTOMER IN NECK/THROAT , VIA PRESENT ORANGE WITH BLACK WRITING UNREADABLE.",Yes,,
350,258,12/6/2011,7:07:00 AM,7:57,,AUS,AUS,AUS,5,155,IN,CAP,Y,2,No,A,F,Y,No,,3.4,3.53,103.4,55.6,,,No,,7:41,7:52,XYYR,VIE,No,,No,N,No,,XYYR120611,,"XYYR_12-06-11 (1,2)",,,,,,,Yes,,
351,259,12/6/2011,8:25:00 PM,21:29,,AUS,TRM,"AUS, SCR, TRM",5,127,IN,CAP,Y,2,No,A,F,N,No,0.01,2.2,2.36,109.7,57,,,No,,20:43,21:06,,PIT,No,BAF1884,No,OXXX,No,,BAF1884120611,,"BAF1884_12-06-11 (1,2)",20:47,20:54,21:06,21:25,,,Yes,,
352,260,12/7/2011,1:10:00 AM,2:11,,SCR,TRM,"AUS, TRM",5,123,IN,CAP,Y,2,No,A,F,U,No,,3.4,3.28,108.7,58.8,,,No,,1:36,1:54,XOOY,VIE,No,,No,N,No,,XOOY120711,,"XOOY_12-07-11 (1,2)",,,,,TOE CLIP PREVIOUSLY.,MIGHT BE GRAVID? STOMACH CONTAINS POSSIBLE COUPLE ROUND EGGS.,Yes,,
353,120,12/7/2011,1:17:00 AM,2:11,,SCR,TRM,"AUS, TRM",5,146,Out,REC,Y,1,No,A,F,Y,No,,2.4,2.75,96.5,53.3,,,No,,1:28,1:35,GXYY,PIT/VIE,No,BAF197D,No,N,No,,GXGY120711,,"BAF197D_GXYY_12-07-11 (1,2)",,,,,"FRONT RIGHT TWO TOES, TAIL REGEN. TOE CLIP PREVIOUSLY",MARK 3 VERY SMALL,Yes,"read as GXGY, photo matched to GXYY",
354,200,12/15/2011,7:14:00 AM,7:37,,SCR,SCR,SCR,5,143,IN,REC,N,2,No,A,M,N,No,,2.6,2.6,96.7,53.8,,,No,,7:17,7:35,,PIT,No,BAF18C3,No,OXXX,No,,BAF18C3121511,,"BAF18C3_12-15-11 (1,2)",,,,,,,Yes,,
355,234,12/20/2011,7:22:00 PM,21:51,,SP,TRM,"AUS, TRM",5,106,Out,REC,Y,2,No,A,F,N,No,0.01,2,2.02,91.1,55.6,,,No,,19:45,20:52,OOOX,PIT,No,BAF185F,No,N,No,,OOOX122011,,"BAF185F_OOOX_12-20-11 (1,2)",20:39,20:47,20:52,21:13,HEAD SCAR,"GREEN MATERIAL IN GUT, TOE CLIPPED PREVIOUSLY",Yes,,
356,261,12/20/2011,10:03:00 PM,0:25,,SP,ATV,"TRM, AUS, SCR",5,109,IN,CAP,Y,2,No,A,F,N,No,0.01,2.3,1.86,93.2,60.95,,,No,,22:21,22:05,,PIT,No,BAF186A,No,OXXX,No,,BAF186A122011,,"BAF186A_12-20-11 (1,2)",22:34,22:42,23:05,23:15,"TWO TOES MISSING FROM RIGHT FOOT/ MISSING ONE FROM FRONT LEFT FOOT, FORKED TOES ON RIGHT FOOT",,Yes,,
357,262,12/21/2011,12:47:00 AM,2:20,,AUS,TRM,"AUS, SCR, TRM",4,7,IN,CAP,Y,2,No,A,F,Y,No,,4,4.13,103.3,58.1,,,No,,1:06,1:33,OYXY,VIE,No,,No,N,No,,OYXY122111,,"OYXY_12-21-11 (1,2)",,,,,,,Yes,,
358,263,12/21/2011,12:51:00 AM,2:20,,AUS,TRM,"AUS, SCR, TRM",4,15,IN,CAP,Y,2,No,A,F,Y,No,,5,5.38,117.6,62.6,,,No,,1:35,2:07,XYOY,VIE,No,,No,N,No,,XYOY122111,,XYOY_12-21-11,,,,,"FRONT RIGHT FOOT REGEN. ALL TOES, LEFT BACK ONE TOE MALFORMED",NEAR TRAP,Yes,,
359,34,12/21/2011,12:56:00 AM,2:20,,AUS,TRM,"SCR, AUS, TRM",4,35,IN,REC,N,2,No,A,F,Y,No,,4.2,4.34,121.2,61.7,,,No,,1:52,2:13,RXYY,VIE,No,,No,N,No,,RXYY122111,,"RXYY_12-21-11 (1,2)",,,,,TOE CLIPPED PREVIOUSLY,NEAR TRAP,Yes,Unable to photo match to original VIE code.,
360,264,12/21/2011,3:09:00 AM,4:15,,SCR,TRM,"AUS, SCR, TRM",4,47,IN,CAP,Y,2,No,A,U,N,No,0.01,1.8,1.84,86.6,58,,,No,,3:27,3:37,,PIT,No,BAF18A9,No,OXXX,No,,BAF18A9122111,,"BAF18A9_12-21-11 (1,2)",3:18,3:27,3:37,4:03,"TAIL TIP UNEVEN, ALL TOES REGEN. FRONT LEFT TOES",,Yes,,
361,265,12/21/2011,3:49:00 AM,5:53,,SCR,TRM,"AUS, SCR, TRM",5,104,Out,CAP,Y,2,No,A,U,N,No,0.01,1.4,1.28,91.2,52.8,,,No,,4:34,4:43,,PIT,No,BAF18B9,No,OXXX,No,,BAF18B9122111,,"BAF18B9_12-21-11 (1,2)",4:24,4:34,4:43,5:11,,,Yes,,
362,266,12/21/2011,3:53:00 AM,5:53,,SCR,TRM,"AUS, SCR, TRM",5,123,IN,CAP,Y,2,No,A,U,N,No,0.01,2.8,2.76,107.8,60.3,,,No,,4:13,4:53,,PIT,No,BAF18A1,No,OXXX,No,,BAF18A1122111,,"BAF18A1_12-21-11 (1,2)",4:24,4:34,4:34,5:11,,,Yes,,
363,267,12/21/2011,3:54:00 AM,5:53,,SCR,TRM,"AUS, SCR, TRM",5,125,IN,CAP,Y,2,No,A,F,N,Yes,0.01,3,2.58,111.7,63.4,,,No,,4:46,4:58,,PIT,No,BAF1885,No,OXXX,No,,BAF1885122111,,"BAF1885_12-21-11 (1,2)",4:24,4:34,4:34,5:11,,,Yes,,
364,250,12/21/2011,3:55:00 AM,5:53,,SCR,TRM,"AUS, SCR, TRM",5,127,IN,REC,Y,1,No,A,F,Y,No,,2.2,2.14,88.3,51.7,,,No,,4:03,4:13,GROX,VIE,No,BAF1A18,No,N,No,,XROR122111,,"BAF1A18_GROX_12-21-11 (1,2)",,,,,"MISSING TOE LEFT REAR FOOT, TOE CLIPPED PREVIOUSLY",MARK 4 VERY LITTLE,Yes,"VIE hard to read, may appear as XROR but matches original capture of GROX",
365,268,12/21/2011,6:24:00 AM,6:57,,SCR,TRM,"AUS, SCR, TRM",5,125,IN,CAP,Y,2,No,A,F,Y,No,,2.4,2.78,99.2,58.2,,,No,,6:42,6:54,XOYO,VIE,No,,No,N,No,,XOYO122111,,"XOYO_12-21-11 (1,2)",,,,,LEFT REAR FOOT MUTATED,,Yes,,
366,269,12/21/2011,8:09:00 PM,21:39,,SDP,SDP,ALL,5,127,IN,CAP,Y,2,No,A,F,Y,No,,3,2.85,93.6,61.9,,,No,,20:30,21:39,YXOY,VIE,No,,No,N,No,,YXOY122111,,"YXOY_12-21-11 (1,2)",,,,,,SYLVIA'S INITIAL POWDER TRACK TEST.,Yes,,
367,251,12/21/2011,8:20:00 PM,20:59,,SDP,SDP,ALL,5,155,IN,REC,N,2,No,A,M,N,No,,2.5,2.51,90.02,50.16,,,No,,20:30,20:45,,PIT,No,BAF18E7,No,OXXX,No,,BAF18E7122111,,"BAF18E7_12-21-11 (1,2)",,,,,,,Yes,,
368,260,12/21/2011,10:42:00 PM,23:15,,SCR,TRM,"AUS, SCR, TRM",5,142,Out,REC,N,2,No,A,F,Y,No,,2.8,3,107.5,55.6,,,No,,22:46,22:55,XOOY,VIE,No,,No,N,No,,XOOY122111,,"XOOY_12-21-11 (1,2)",,,,,,GRAVID - 1 EGG,Yes,,
369,270,12/22/2011,12:05:00 AM,1:16,,SDP,TRM,"ATV, SDP, TRM",4,53,IN,CAP,Y,2,No,A,F,N,No,0.01,1.7,1.66,87.5,51.3,,,No,,0:18,0:47,,PIT,No,BAF18B3,No,OXXX,No,,BAF18B3122211,,"BAF18B3_12-21-11 (1,2)",0:24,0:34,0:47,1:06,,,Yes,,
370,271,12/22/2011,6:40:00 AM,8:37,,TRM,TRM,TRM,4,39,IN,CAP,Y,2,No,A,F,N,No,0.01,3,3.16,114.2,62,,,No,,7:28,7:57,,PIT,No,BAF18AE,No,OXXX,No,,BAF18AE122211,,"BAF18AE_12-22-11 (1,2)",7:36,7:44,7:57,8:24,,,Yes,,
371,272,12/22/2011,7:15:00 PM,21:39,,SDP,TRM,"TRM, ATV, SDP",4,43,IN,CAP,Y,2,No,A,F,N,No,0.01,2.8,2.58,112.9,63.8,,,No,,19:59,20:45,,PIT,No,BAF188D,No,OXXX,No,,BAF188D122211,,"BAF188D_12-22-11 (1,2)",20:11,20:24,20:45,21:15,,,Yes,,
372,273,12/22/2011,7:08:00 AM,8:32,,TRM,TRM,TRM,5,133,IN,CAP,Y,2,No,A,F,N,No,0.01,1.6,1.43,81.2,47.7,,,No,,7:36,8:08,,PIT,No,BAF18BD,No,OXXX,No,,BAF18BD122211,,"BAF18BD_12-22-11 (1,2)",7:44,7:55,8:08,8:27,,,Yes,,
373,274,12/22/2011,10:55:00 PM,0:20,,SDP,TRM,"TRM, ATV, SDP",5,121,IN,CAP,Y,2,No,A,F,N,No,0.01,1.8,1.97,95.8,54,,,No,,23:15,23:45,,PIT,No,BAF1869,No,OXXX,No,,BAF1869122211,,"BAF1869_12-22-11 (1,2)",23:18,23:27,23:45,0:15,BACK LEFT FOOT BIFURCATED TOE,,Yes,,
374,275,12/23/2011,7:21:00 AM,9:36,,SDP,SDP,ATV,4,6,Out,CAP,Y,2,No,A,F,N,No,0.01,2.1,2.64,86,67,,,No,,8:07,9:02,,PIT,No,BAF189A,No,OXXX,No,,BAF189A122311,,"BAF189A_12-23-11 (1,2)",8:14,8:30,8:38,9:02,TAIL BROKEN AND REGENERATED ABOUT 1 MM,,Yes,,
375,276,12/23/2011,7:49:00 AM,9:32,,SDP,SDP,ATV,5,127,IN,CAP,Y,2,No,A,F,N,No,0.01,3,2.71,114.5,65.8,,,No,,8:17,9:18,,PIT,No,BAF1876,No,OXXX,No,,,,NO PHOTOS,8:32,8:46,9:18,9:26,,,Yes,,
376,87,12/26/2011,7:38:00 AM,9:00,,SDP,SDP,"ATV, SDP",4,3,IN,REC,Y,2,No,A,M,N,No,0.01,2.1,2.6,97.65,62.7,,,No,,7:46,8:16,YOXY,PIT,No,BAF189C,No,N,No,,BAF189C122611,,"BAF189C_YOXY_12-26-11 (1,2)",7:53,7:59,8:17,8:48,,,Yes,,
377,277,12/26/2011,12:39:00 AM,3:00,,SDP,SDP,"ATV, SDP",5,119,IN,CAP,Y,2,No,A,M,N,No,0.01,3,3.25,110.48,60.18,,,No,,1:09,1:53,,PIT,No,BAF1887,No,OXXX,No,,BAF1887122611,,"BAF1887_12-26-11 (1,2)",1:27,1:38,1:53,2:44,THE TOE WAS ALREADY MISSING.,TRIED TO GLUE EPIT BUT ABORTED DUE TO GLUE PROBLEM.,Yes,,
378,278,12/26/2011,12:42:00 AM,3:00,,SDP,SDP,"ATV, SDP",5,127,IN,CAP,Y,2,No,A,M,N,No,,1.69,1.8,88.1,53.4,,,No,,1:57,2:20,RXGY,VIE,No,,No,N,No,,RXGY122611,,RXGY_12-26-11 (1) AND OOOX,,,,,"MISSING TOE ALREADY, WHOLE FOOT HAS BAD TOES, PATTERN MARKINGS SEEM DULL BUT ARE VISIBLE.",TOO SMALL TO PIT TAG,Yes,,
379,278,12/26/2011,7:56:00 AM,9:00,,SDP,SDP,"ATV, SDP",5,126,Out,REC,N,2,No,A,F,N,No,,0.8,1.52,89.5,51.3,,,No,,8:20,8:48,RXGY,VIE,No,,No,N,No,,OOOX122611,,RXGY_12-26-11 (1),,,,,THREE TOES ON RIGHT FOOT,"ORANGE BITS OF ELASTOMER AT BELLY - OOOX?, Slyvia remembers this salamander, was captured by us a couple days ago.. Same as powdered tracked female? Oxyx?",Yes,"Originally read as OOOX, photo matched to RXGY",
380,279,12/27/2011,8:16:00 AM,9:20,,SDP,SDP,"ATV, SDP",4,47,IN,CAP,Y,2,No,A,F,N,No,0.01,2.7,2.8,92.3,51.5,,,No,,8:39,8:52,,PIT,No,BAF1882,No,OXXX,No,,BAF1882122711,,"BAF1882_12-27-11 (1,2)",8:30,8:39,8:52,9:15,,,Yes,,
381,277,12/27/2011,6:41:00 AM,7:15,,SDP,SDP,"ATV, SDP",5,120,Out,REC,N,2,No,A,M,N,No,,3,3.25,110.48,60.18,,,No,,7:05,7:12,,PIT,No,BAF1887,No,OXXX,No,,,,NO PHOTOS; CAPTURED THE DAY BEFORE,,,,,,COPIED MEASUREMENTS FROM LAST CAPTURE LAST NIGHT. GLUE BITS STILL ON BODY FROM FAILED TRACKING.,Yes,,
382,280,12/27/2011,6:45:00 AM,8:40,,SDP,ATV,"ATV, SDP",5,129,IN,CAP,Y,2,No,A,M,N,No,0.01,2.4,2.1,98.2,55.9,,,No,,7:10,7:45,,PIT,No,BAF187A,No,OXXX,No,,BAF187A122711,,BAF187A_12-27-11 (1-3),7:20,7:30,7:45,8:30,,,Yes,,
383,281,12/27/2011,6:45:00 AM,8:40,,SDP,ATV,"ATV, SDP",5,129,IN,CAP,Y,2,No,A,F,N,No,0.01,2.2,3.03,94.2,55.3,,,No,,7:10,7:51,,PIT,No,BAF18A6,No,OXXX,No,,BAF18A6122711,,BAF18A6_12-27-11 (1-3),7:20,7:30,7:51,8:30,,,Yes,,
384,235,12/27/2011,9:14:00 PM,22:04,,"AUS, SDP",AUS,"AUS, SDP, ATV",5,105,IN,REC,N,2,No,A,M,N,No,,2.8,1.59,86.5,49.6,,,No,,21:34,21:58,,PIT,No,BAF18C8,No,OXXX,No,,BAF18C8122711,,BAF18C8_12-27-11 (1-4),,,,,TOE CLIPPED PREVIOUSLY.,ATTEMPTED EPIT GLUE WOULD NOT STICK.,Yes,,
385,282,12/31/2011,7:59:00 AM,8:50,,SCR,SCR,SCR,4,24,Out,CAP,Y,2,No,A,F,Y,No,,3.6,3.65,101.2,56.4,,,No,,8:31,8:47,XOOG,VIE,No,,No,N,No,,,,NO PHOTOS,,,,,,"VERY PLUMP, VERY GRAVID",Yes,,
386,283,1/10/2012,7:31:00 PM,23:37,,AUS,TRM,"AUS, TRM, +1",4,57,IN,CAP,Y,2,No,A,F,N,No,0.01,3.4,3.56,100.6,63,,,No,,21:35,22:03,,PIT,No,BAF18B8,No,OXXX,No,,,,NO PHOTOS,21:35,21:54,22:03,23:11,,,Yes,,
387,172,1/10/2012,7:36:00 PM,21:06,,AUS,TRM,"AUS, TRM, +1",4,4,Out,REC,N,1,No,A,M,N,No,,2,1.83,92.1,52.5,,,No,,20:00,20:19,GRXY,PIT/VIE,No,BAF1874,No,N,No,,BAF1874011012,,"BAF1874_GRXY_01-10-12 (1,2)",,,,,TOE CLIPPED PREVIOUSLY,POWDERED AND EPIT; EPIT code = 96AC5F2,Yes,,
388,284,1/10/2012,7:37:00 PM,22:42,,AUS,TRM,"AUS, TRM",4,5,IN,CAP,Y,2,No,A,F,Y,No,,2.2,2.28,91.5,49.6,,,No,,20:26,20:47,XOYY,VIE,No,,No,N,No,,XOYY011012,,"XOYY_01-10-12 (1,2)",,,,,TOE STUMP NOT CLIPPED,POWDERED,Yes,,
389,15,1/10/2012,10:58:00 PM,23:36,,AUS,TRM,"AUS, TRM, +1",4,4,Out,REC,N,1,No,A,M,N,No,,2.6,2.72,98.3,54.9,,,No,,23:10,23:22,XROO,PIT/VIE,No,BAF1899,No,N,No,,XROO011012,,BAF1899_XROO_01-10-12 (1),,,,,"TOE CLIPPED PREVIOUSLY, SCAR HEALING SLIGHTLY VISIBLE BUT LOOKS GOOD","NEAR TRAP, BOTH ORANGES JUST A LITTLE FLECKS",Yes,,
390,285,1/10/2012,10:13:00 PM,1:50,,AUS,TRM,"AUS, TRM",5,109,IN,CAP,Y,2,No,A,M,N,No,0.01,2.2,2.37,107,56.5,,,No,,23:27,23:51,OXRX,PIT,No,BAF18A4,No,OXXX,No,,BAF18A4011012,,"BAF18A4_01-10-12 (1,2)",23:32,23:45,23:51,0:50,,POWDERED,Yes,Orginal tagged photo (BAF18A4011012) is not BAF18A4. likely mislabeled from BAF1891 (or possibly BAF1871) but cannot be confirmed until recapped.,
391,286,1/10/2012,10:15:00 PM,2:00,,AUS,TRM,"AUS, TRM",5,115,IN,CAP,Y,2,No,A,M,N,No,0.01,1.8,1.85,95.4,51.7,,,No,,23:33,0:16,,PIT,No,BAF1871,No,OXXX,No,,,,NO PHOTOS,23:52,0:07,0:16,0:50,MINOR TAIL REG.,POWDERED,Yes,,
392,287,1/11/2012,2:00:00 AM,3:36,,AUS,TRM,"AUS, TRM",5,115,IN,CAP,Y,2,No,A,F,N,No,0.01,2.8,2.82,115.1,66.7,,,No,,2:22,2:48,,PIT,No,BAF1891,No,OXXX,No,,BAF1891011112,,"BAF1891_01-10-12 (1,2)",2:25,2:35,2:48,3:36,BIFURCATED TOE LEFT REAR FOOT,,Yes,Original tagged photo (BAF1891011112) matched recaps of BAF18A4 not BAF1891. Likely photo labeling switch error but unsure of possible data switch error. Original BAF18A4011012 photo likely of BAF1891 but cannot be confirmed until recapped.,
393,285,1/11/2012,7:23:00 AM,8:17,,AUS,AUS,AUS,5,112,Out,REC,N,2,No,A,M,N,No,,2.4,2.22,101.9,51.5,,,No,,7:58,8:14,OXRX,PIT,No,BAF18A4,No,N,No,,BAF18A4011112,,BAF18A4_01-11-12 (3-5),,,,,,"VIE MARKS 2 AND 4 NOT VISIBLE; CAUGHT EARLIER IN THE EVENING (INCORRECTLY RECORDED AS BAF1891 (RECORDED AS BAF18A4 IN UPDATED PHOTOS) AS A CAPTURE, BUT CAUGHT A FEW HOURS LATER WITH VIE?",Yes,,
394,288,1/21/2012,6:48:00 AM,7:33,,AUS,AUS,AUS,5,125,IN,CAP,Y,2,No,A,U,U,No,,3,2.79,117,61,,,No,,7:06,7:33,XYYO,PIT/VIE,No,BAF193B,No,N,No,,XYYO012112,,"XYYO_01-21-12 (1,2)",,,,,,,Yes,,
395,289,1/23/2012,8:19:00 PM,21:28,,SCR,TRM,"AUS, TRM, SCR",5,117,IN,CAP,Y,2,No,A,F,U,No,,3.6,3.75,105.6,57.6,,,No,,20:42,21:04,YYXO,VIE,No,,No,N,No,,YYXO012312,,"YYXO_01-23-12 (1,2)",,,,,SAW SOME EGG-LIKE OBJECTS & SEVERAL MORE CYLINDRICAL SHAPED OBJECTS CLUMPED IN USUAL EGG AREA (LOWER ABDOMEN) MAY BE EGGS THAT ARE PARTIALLY DEVELOPED?? COULD NOT PHOTOGRAPH,EPIT AND POWDER 2104-2116; EPIT code = 1B796AC030,Yes,,
396,122,1/24/2012,7:12:00 AM,8:06,,AUS,AUS,AUS,4,32,Out,REC,N,1,No,A,M,N,No,,3.4,3.18,97.7,58.3,,,No,,7:38,7:48,OGYY,PIT,No,BAF18A5,No,N,No,,BAF18A5012412,,"BAF18A5_OGYY_01-24-12 (1,2)",,,,,TOE ALREADY CLIPPED/MISSING,,Yes,"Originally labeled XGYY, later given OXXX and is now OGYY",
397,67,1/24/2012,7:15:00 AM,8:06,,AUS,AUS,AUS,4,35,IN,REC,N,1,No,A,F,Y,No,,3.6,3.64,103.3,65.6,,,No,,7:52,7:58,YOXR,VIE,No,,No,N,No,,YOXR012412,,"YOXR_01-24-12 (1,2)",,,,,"YELLOW VIE STILL GOOD, RED AND ORANGE BROKEN UP BUT STILL READABLE, TOE ALREADY CLIPPED/MISSING",,Yes,,
398,126,1/24/2012,8:20:00 PM,20:57,,TRM,AUS,"AUS, TRM",4,53,IN,REC,N,1,No,A,F,Y,No,,4,3.64,111.2,62,,,No,,20:39,20:50,GGYX,VIE,No,,No,N,No,,GGYX012412,,"GGYX_01-24-12 (1,2)",,,,,"SCAR ON TOP OF HEAD, TOE ALREADY MISSING, TAIL HAS CHUNK MISSING FROM TOP","POWDERED, EPIT 2050-2057; EPIT code = 1B796AC782",Yes,,
399,186,1/26/2012,9:06:00 PM,22:19,,SCR,TRM,"SCR, TRM",4,49,IN,REC,N,2,No,A,M,N,No,,3.2,3.04,113.1,61.5,,,No,,21:47,21:59,,PIT,No,BAF18B7,No,OXXX,No,,BAF18B7012612,,"BAF18B7_01-26-12 (1,2)",,,,,"MELDED TOES LEFT REAR FOOT, MISSING OUTER TOES RIGHT REAR FOOT, BIFURCATED TOE FRONT LEFT FOOT",POWDERED 2219-2327 ORANGE,Yes,,
400,290,1/27/2012,12:28:00 AM,1:57,,SCR,TRM,"SP, TRM",4,59,IN,CAP,Y,2,No,A,U,N,No,0.01,2.6,2.9,109.5,60.8,,,No,,0:37,1:21,,PIT,No,BAF18B1,No,OXXX,No,,BAF18B1012712,,"BAF18B1_02-27-12 (1,2)",1:00,1:11,1:21,1:51,BIFURCATED TOES BOTH REAR FEET,ORANGE POWDER,Yes,,
401,122,1/27/2012,3:41:00 AM,4:04,,SCR,TRM,"SCR, TRM",4,35,IN,REC,N,1,No,A,M,N,No,,3,3,96.9,56,,,No,,3:50,4:00,OGYY,PIT,No,BAF18A5,No,N,No,,BAF18A5012712,,"BAF18A5_OGYY_01-27-12 (1,2)",,,,,"REGEN TAIL, TOES DWARFED RIGHT REAR FOOT; VIE WAS THOUGHT TO BE ""OGYY""",TOE ALREADY CLIPPPED/MISSING,Yes,"Originally labeled XGYY, later given OXXX and is now OGYY",
402,285,1/27/2012,2:04:00 AM,4:10,,SCR,TRM,TRM,5,113,IN,REC,N,2,No,A,M,N,No,,2.2,2.41,101.3,61.6,,,No,,2:31,2:40,OXRX,PIT,No,BAF18A4,No,N,No,,BAF18A4012712,,"BAF18A4_01-27-12 (1,2)",,,,,"MISSING A TOE ON LEFT FRONT, BACK LEFT OUTERMOST TOE MISSING",TOE ALREADY CLIPPPED/MISSING,Yes,,
403,291,1/27/2012,2:07:00 AM,4:10,,SCR,TRM,TRM,5,119,IN,CAP,Y,2,No,A,U,N,No,0.01,1.4,1.32,74.2,46.7,,,No,,2:40,2:51,,PIT,No,BAF1879,No,OXXX,No,,BAF1879012712,,"BAF1879_01-27-12 (1,2)",2:30,2:39,2:51,3:28,"MISSING FRONT LEFT FOOT, TG SAYS NOT NECESSARY DUE TO MISSING LEFT FOOT",,Yes,,
404,291,2/1/2012,9:33:00 PM,22:04,,TRM,AUS,"TRM, AUS",5,120,Out,REC,N,2,No,A,U,N,No,,1,1.31,72.1,45.4,,,No,,21:45,22:04,,PIT,No,BAF1879,No,OXXX,No,,BAF1879020112,,BAF1879_02-01-12 (1),,,,,"DEFORMED FRONT LEFT FOOT, POWDER(?) OR ELASTOMER ON SCAR FROM PIT TAG AND ON DEFORMED FOOT",,Yes,,
405,282,2/18/2012,11:03:00 PM,0:13,,TRM,AUS,"TRM, AUS",4,21,IN,REC,N,2,No,A,F,Y,No,,3,3.08,102.6,56.2,,,No,,23:36,23:47,XOOG,VIE,No,,No,N,No,,XOOG021812,,"XOOG_02-18-12 (1,2)",,,,,"SCAR ON TOP OF HEAD, TOE CLIPPED PREVIOUSLY","3RD VIE IS JUST A TINY FLECK, HAS MASS OF POSSIBLE EGGS (MAYBE PARTIALLY BEING REABSORBED, NOT PERFECTLY ROUND BUT IN THR RIGHT LOCATION AND FORMATION). POWDERED WITH YELLOW.",Yes,,
406,191,2/19/2012,1:31:00 AM,2:00,,TRM,AUS,"TRM, AUS",4,55,IN,REC,N,2,No,A,M,N,No,,4,3.89,112,61.7,,,No,,1:49,1:58,,PIT,No,BAF1875,No,OXXX,No,,BAF1875021912,,"BAF1875_02-19-12 (1,2)",,,,,TOE CLIPPED PREVIOUSLY,POWDERED WITH YELLOW.,Yes,,
407,292,2/19/2012,4:57:00 AM,6:39,,TRM,AUS,"TRM, AUS",5,115,IN,CAP,Y,2,No,A,F,N,No,0.01,3.4,3.13,101.5,58,,,No,,5:41,5:47,,PIT,No,BAF18B2,No,OXXX,No,,BAF18B2021912,,"BAF18B2_02-19-12 (1,2)",5:22,5:37,5:37,6:11,TOES ON FRONT FEET SMALL AND FUSED,,Yes,,
408,293,2/19/2012,4:59:00 AM,6:39,,TRM,AUS,"TRM, AUS",5,127,IN,CAP,Y,2,No,A,U,N,No,0.01,2.8,2.71,108.2,57.1,,,No,,5:47,5:54,N/A,PIT,No,BAF1A39,No,OXXX,No,,BAF1A39021912,,BAF1A39_02-19-12 (1-4),5:22,5:41,5:41,6:15,,,Yes,,
409,294,2/19/2012,5:01:00 AM,6:39,,TRM,AUS,"TRM, AUS",5,129,IN,CAP,Y,2,No,A,U,N,No,0.01,3,3,99.4,60,,,No,,5:33,5:41,,PIT,No,BAF1864,No,OXXX,No,,BAF1864021912,,"BAF1864_02-19-12 (1,2)",5:22,5:33,5:41,6:11,,,Yes,,
410,118,2/19/2012,5:05:00 AM,6:39,,TRM,AUS,"TRM, AUS",5,144,Out,REC,N,1,No,A,M,N,No,,3,2.99,95,50.5,,,No,,5:20,5:32,XYGG,PIT/VIE,No,BAF1914,No,N,No,,BAF1914021912,,"BAF1914_XYGG_02-19-12 (1,2)",,,,,"LEFT FRONT FOOT ALL TOES SHORT, RIGHT FRONT FOOT MISSING TOE (NOT POND 5 TOE), POND TOE NOT CLIPPED, TIP OF TAIL MISSING",,Yes,,
411,293,2/19/2012,8:37:00 PM,21:30,,TRM,AUS,"TRM, AUS",5,128,Out,REC,N,2,No,A,U,N,No,,2.6,2.7,103.7,53.7,,,No,,21:15,21:23,N/A,PIT,No,BAF1A39,No,OXXX,No,,BAF1A39021912,,NO PHOTOS; CAPTURED EARLIER IN THE NIGHT,,,,,TOE CLIPPED PREVIOUSLY,POWDERED WITH YELLOW.,Yes,,
412,292,2/27/2012,6:40:00 PM,20:07,,AUS,"AUS, SCR","AUS, SCR",5,112,Out,REC,N,2,No,A,F,N,No,,3.2,3.01,95.8,52.3,,,No,,19:00,19:20,,PIT,No,BAF18B2,No,OXXX,No,,BAF18B2022712,,"BAF18B2_02-27-12 (1,2)",,,,,,NEAR. FOUND NEAR SMALL BURROW. VERY SLOW MOVING AND RATHER LETHARGIC WHEN HANDLED. SEEMED DRIED OUT WHEN WE FOUND IT.,Yes,,
